index,title,organ,organismId,sex,lifestage
KE 1257,Induced parturition,,Not specified,['Not specified'],['Not specified']
KE 1141,"Decreased, Reproductive Success",,Not specified,['Not specified'],['Not specified']
KE 1258,Decompartmentalization,,Not specified,['Not specified'],['Not specified']
KE 1260,Direct mitochondrial inhibition,,Not specified,['Not specified'],['Not specified']
KE 1259,narcosis,,Not specified,['Not specified'],['Not specified']
KE 1262,Apoptosis,organ,9606,['Unspecific'],['Not Otherwise Specified']
KE 1262,Apoptosis,organ,10090,['Unspecific'],['Not Otherwise Specified']
KE 1262,Apoptosis,organ,10116,['Unspecific'],['Not Otherwise Specified']
KE 1262,Apoptosis,organ,6239,['Unspecific'],['Not Otherwise Specified']
KE 1263,Necrosis,,Not specified,['Not specified'],['Not specified']
KE 1270,Inactivation of PPARγ,,Not specified,['Not specified'],['Not specified']
KE 1271,Activation of TGF-β signaling,,Not specified,['Not specified'],['Not specified']
KE 1275,Collagen Deposition,,Not specified,['Not specified'],['Not specified']
KE 1276,Lung fibrosis,,Not specified,['Not specified'],['Not specified']
KE 1457,Epithelial Mesenchymal Transition,organ,9606,['Unspecific'],['Not Otherwise Specified']
KE 1174,"Activation, NADPH Oxidase",,Not specified,['Not specified'],['Not specified']
KE 1277,Reproductive failure,,Not specified,['Not specified'],['Not specified']
KE 1278,ROS formation,,Not specified,['Not specified'],['Not specified']
KE 1279,"Increase, Oxidative Stress / Activation, PMK-1 P38 MAPK",,Not specified,['Not specified'],['Not specified']
KE 1280,"Activation, HIF-1",,Not specified,['Not specified'],['Not specified']
KE 1281,"Increased, DNA Damage-Repair",,Not specified,['Not specified'],['Not specified']
KE 1282,"Activation, JAK/STAT pathway",,Not specified,['Not specified'],['Not specified']
KE 1283,"Activation, TGF-beta pathway",,Not specified,['Not specified'],['Not specified']
KE 1284,"Up Regulation, SREBF2",,Not specified,['Not specified'],['Not specified']
KE 1285,"Up Regulation, Unsaturated fatty acid",,Not specified,['Not specified'],['Not specified']
KE 1286,"Down Regulation, GSS and GSTs gene",,Not specified,['Not specified'],['Not specified']
KE 1287,Glutathione synthesis,,Not specified,['Not specified'],['Not specified']
KE 1288,"Activation, 3-hydroxy-3-methylglutaryl-CoA reductase gene",,Not specified,['Not specified'],['Not specified']
KE 1289,Perturbation of cholesterol,,Not specified,['Not specified'],['Not specified']
KE 1290,Glutathione homeostasis,,Not specified,['Not specified'],['Not specified']
KE 1291,Hepatotoxicity,,Not specified,['Not specified'],['Not specified']
KE 1292,"Activation, JNK",,Not specified,['Not specified'],['Not specified']
KE 1293,"Activation, FOXO",,Not specified,['Not specified'],['Not specified']
KE 1294,"Inhibition, Wnt pathway",,Not specified,['Not specified'],['Not specified']
KE 1295,Defect of Embryogenesis,embryo,Not specified,['Not specified'],['Not specified']
KE 1502,Histone deacetylase inhibition,organ,10116,['Unspecific'],['All life stages']
KE 1502,Histone deacetylase inhibition,organ,9606,['Unspecific'],['All life stages']
KE 1502,Histone deacetylase inhibition,organ,10090,['Unspecific'],['All life stages']
KE 1503,"Histone acetylation, increase",organ,10116,['Unspecific'],['Not Otherwise Specified']
KE 1503,"Histone acetylation, increase",organ,9606,['Unspecific'],['Not Otherwise Specified']
KE 1503,"Histone acetylation, increase",organ,10090,['Unspecific'],['Not Otherwise Specified']
KE 1505,"Cell cycle, disrupted",organ,9606,['Unspecific'],['Not Otherwise Specified']
KE 1505,"Cell cycle, disrupted",organ,10090,['Unspecific'],['Not Otherwise Specified']
KE 1506,Testicular atrophy,testis,10116,['Male'],"['Adult, reproductively mature']"
KE 1506,Testicular atrophy,testis,10090,['Male'],"['Adult, reproductively mature']"
KE 1515,Spermatocyte depletion,testis,10116,['Male'],['Adult']
KE 1515,Spermatocyte depletion,testis,10090,['Male'],['Adult']
KE 1305,"Increase, cytosolic fatty acid",,7742,['Unspecific'],['All life stages']
KE 1489,"N/A, Steatohepatisis",,7742,['Unspecific'],['All life stages']
KE 1490,"Inhibition, Fatty Acid Beta Oxidation",,Not specified,['Not specified'],['Not specified']
KE 1491,"Increased, Oncotic Necrosis",,Not specified,['Unspecific'],['All life stages']
KE 1316,"Inhibit, serotonin transporter activity",,Not specified,['Not specified'],['Not specified']
KE 1317,"Decreased, serotonin transporter activity",,Not specified,['Not specified'],['Not specified']
KE 1318,"Decreased, extracellular sodium (Na+)",,Not specified,['Not specified'],['Not specified']
KE 1319,"Decreased, extracellular chloride (Cl-)",,Not specified,['Not specified'],['Not specified']
KE 1320,"Increased, extracellular serotonin",,10116,['Unspecific'],['All life stages']
KE 1320,"Increased, extracellular serotonin",,7955,['Unspecific'],['All life stages']
KE 1321,"Increased, intracellular sodium (Na+)",,Not specified,['Not specified'],['Not specified']
KE 1322,"Increased, intracellular chloride (Cl-)",,Not specified,['Not specified'],['Not specified']
KE 1323,"Decreased, intracellular serotonin",,Not specified,['Not specified'],['Not specified']
KE 1324,"Decreased, packaged serotonin",,Not specified,['Not specified'],['Not specified']
KE 1325,"Decreased, synaptic release",,Not specified,['Not specified'],['Not specified']
KE 1326,"Increased, 5-HT3 (5-hydroxytryptamine)",,Not specified,['Not specified'],['Not specified']
KE 1328,"Inactivated, 5-HTR (serotonin receptors)",,Not specified,['Not specified'],['Not specified']
KE 1329,"Reduce expression, BDNF (Brain-derived neurotrophic factor)",,Not specified,['Not specified'],['Not specified']
KE 1330,"Decreased, neuroplasticity",,Not specified,['Not specified'],['Not specified']
KE 1334,"Increase, cortisone",,Not specified,['Not specified'],['Not specified']
KE 1335,"Reduced, BDNF (Brain-derived neurotrophic factor)",,Not specified,['Not specified'],['Not specified']
KE 1336,"Activation, 5-HT2A (Serotonin 2A)",,Not specified,['Not specified'],['Not specified']
KE 1337,"Activate, PLC (Phospholipase C)",,Not specified,['Not specified'],['Not specified']
KE 1338,"Increase, inositol triphosphate",,Not specified,['Not specified'],['Not specified']
KE 1339,"Increase, intracellular calcium",brain,10116,['Mixed'],"['Adult, reproductively mature', 'Birth to < 1 month']"
KE 1339,"Increase, intracellular calcium",brain,9606,['Mixed'],"['Adult, reproductively mature', 'Birth to < 1 month']"
KE 1340,"Activate, calmodulin",,Not specified,['Not specified'],['Not specified']
KE 1341,"Increase, myosin light chain phosphorylation",,Not specified,['Not specified'],['Not specified']
KE 1342,"Increase, vascular smooth muscle contraction",,Not specified,['Not specified'],['Not specified']
KE 1344,"Increased, seizure",,Not specified,['Not specified'],['Not specified']
KE 1345,"Increased, agitation",,Not specified,['Not specified'],['Not specified']
KE 1346,"Increased, depression",,Not specified,['Not specified'],['Not specified']
KE 1343,"Increase, hypertension",,Not specified,['Not specified'],['Not specified']
KE 1347,"Decreased, extracellular serotonin",,Not specified,['Not specified'],['Not specified']
KE 1348,"Increase, seizure",,Not specified,['Not specified'],['Not specified']
KE 1349,"Activated, presynaptic neuron 1",,Not specified,['Not specified'],['Not specified']
KE 1350,"Increased, glutamate",,7955,['Unspecific'],['All life stages']
KE 1350,"Increased, glutamate",,10116,['Unspecific'],['All life stages']
KE 1351,"Activated, NMDA receptor",,Not specified,['Not specified'],['Not specified']
KE 1352,"Activated, voltage-gated sodium channel",,Not specified,['Not specified'],['Not specified']
KE 1353,Binding to voltage-gated sodium channel,cell layer,10090,"['Male', 'Female']",['All life stages']
KE 1353,Binding to voltage-gated sodium channel,cell layer,10116,"['Male', 'Female']",['All life stages']
KE 1353,Binding to voltage-gated sodium channel,cell layer,9606,"['Male', 'Female']",['All life stages']
KE 1354,"Treat, carbamazepine",,Not specified,['Not specified'],['Not specified']
KE 1355,"Activated, membrane depolarization",,Not specified,['Not specified'],['Not specified']
KE 1356,"Inactive, membrane depolarization",,Not specified,['Not specified'],['Not specified']
KE 1357,"Increased, RDX dose",,Not specified,['Not specified'],['Not specified']
KE 1358,"Repress, GABA-A receptor",,Not specified,['Not specified'],['Not specified']
KE 1359,"Activate, GABA-A receptor",,Not specified,['Not specified'],['Not specified']
KE 1360,"Activate, presynaptic neuron 2",,Not specified,['Not specified'],['Not specified']
KE 1361,"Increase, GABA",,Not specified,['Not specified'],['Not specified']
KE 1362,"Increased, hippocampal hyperdepolarization",,Not specified,['Not specified'],['Not specified']
KE 1363,"Increased, epilepsy",,Not specified,['Not specified'],['Not specified']
KE 1686,Deposition of Energy,,9606,['Unspecific'],['All life stages']
KE 1686,Deposition of Energy,,10116,['Unspecific'],['All life stages']
KE 1686,Deposition of Energy,,10090,['Unspecific'],['All life stages']
KE 1686,Deposition of Energy,,6239,['Unspecific'],['All life stages']
KE 1686,Deposition of Energy,,7955,['Unspecific'],['All life stages']
KE 1686,Deposition of Energy,,3702,['Unspecific'],['All life stages']
KE 1686,Deposition of Energy,,3349,['Unspecific'],['All life stages']
KE 1686,Deposition of Energy,,35525,['Unspecific'],['All life stages']
KE 1686,Deposition of Energy,,3055,['Unspecific'],['All life stages']
KE 1686,Deposition of Energy,,6396,['Unspecific'],['All life stages']
KE 1686,Deposition of Energy,,4472,['Unspecific'],['All life stages']
KE 1686,Deposition of Energy,,8030,['Unspecific'],['All life stages']
KE 1635,"Increase, DNA strand breaks",,9606,['Unspecific'],['All life stages']
KE 1444,"Increase, Follicular atresia",,Not specified,['Not specified'],['Not specified']
KE 1366,"Decrease, Oogenesis",,Not specified,['Not specified'],['Not specified']
KE 1367,"Inhibit, gastric ulcer formation",,Not specified,['Not specified'],['Not specified']
KE 1368,"Inhibition, PTGS-1 (Prostaglandin-endoperoxide synthase 1)",,Not specified,['Not specified'],['Not specified']
KE 1369,"Activation, PTGS-1 (Prostaglandin-endoperoxide synthase 1)",,Not specified,['Not specified'],['Not specified']
KE 1370,"Activation, PTGS-2 (Prostaglandin-endoperoxide synthase 2)",,Not specified,['Not specified'],['Not specified']
KE 1371,"Inhibition, PTGS-2 (Prostaglandin-endoperoxide synthase 2)",,Not specified,['Not specified'],['Not specified']
KE 1372,"Increase, bicarbonate",,Not specified,['Not specified'],['Not specified']
KE 1373,"Increase, mucous",,Not specified,['Not specified'],['Not specified']
KE 1374,"Increase, mucosal blood flow",,Not specified,['Not specified'],['Not specified']
KE 1375,"Increase, platelet aggregation",,Not specified,['Not specified'],['Not specified']
KE 1376,"Increase, angiogenesis",,9606,"['Male', 'Female']",['Adults']
KE 1377,"Decrease, leukocyte adherence",,Not specified,['Not specified'],['Not specified']
KE 1378,"Increase, leukocyte adherence",,Not specified,['Not specified'],['Not specified']
KE 1379,"Activate, leukocyte",,Not specified,['Not specified'],['Not specified']
KE 1380,"Activate, mucosal defense",,Not specified,['Not specified'],['Not specified']
KE 1381,"Increase, surfactant",,Not specified,['Not specified'],['Not specified']
KE 1382,"Decrease, surfactant",,Not specified,['Not specified'],['Not specified']
KE 1383,"Activate, phospholipase",,Not specified,['Not specified'],['Not specified']
KE 1384,"Increase, ammonium (NH4+)",,Not specified,['Not specified'],['Not specified']
KE 1385,"Activated, gastric ulcer formation",,Not specified,['Not specified'],['Not specified']
KE 1386,"CYP7B activity, inhibition",,93934,['Mixed'],['All life stages']
KE 1386,"CYP7B activity, inhibition",,8330,['Mixed'],['All life stages']
KE 1386,"CYP7B activity, inhibition",,8018,['Mixed'],['All life stages']
KE 1387,"7α-hydroxypregnenolone synthesis in the brain, decreased",,93934,['Unspecific'],['During development and at adulthood']
KE 1387,"7α-hydroxypregnenolone synthesis in the brain, decreased",,8330,['Unspecific'],['During development and at adulthood']
KE 1387,"7α-hydroxypregnenolone synthesis in the brain, decreased",,10090,['Unspecific'],['During development and at adulthood']
KE 1387,"7α-hydroxypregnenolone synthesis in the brain, decreased",,9606,['Unspecific'],['During development and at adulthood']
KE 1387,"7α-hydroxypregnenolone synthesis in the brain, decreased",,36500,['Unspecific'],['During development and at adulthood']
KE 1388,"Dopamine release in the brain, decreased",,7742,['Mixed'],['All life stages']
KE 1389,"Locomotor activity, decreased",,7742,['Mixed'],['Not specified']
KE 1390,"Sexual behavior, decreased",,93934,['Male'],"['Adult, reproductively mature']"
KE 1390,"Sexual behavior, decreased",,8330,['Male'],"['Adult, reproductively mature']"
KE 1391,Activation of Cyp2E1,,10116,['Mixed'],['All life stages']
KE 1391,Activation of Cyp2E1,,9606,['Mixed'],['All life stages']
KE 1393,Hepatocytotoxicity,liver,10116,['Mixed'],['All life stages']
KE 1393,Hepatocytotoxicity,liver,9606,['Mixed'],['All life stages']
KE 1394,"Induction, persistent proliferation/sustained proliferation",,10116,['Mixed'],['All life stages']
KE 1394,"Induction, persistent proliferation/sustained proliferation",,9606,['Mixed'],['All life stages']
KE 1395,Liver Cancer,liver,10116,['Mixed'],['All life stages']
KE 1396,"Increased, glucocorticoid receptor activity",,Not specified,['Not specified'],['Not specified']
KE 1397,"Increased, serotonin transporter activity",,Not specified,['Not specified'],['Not specified']
KE 1398,"Increased, intracellular serotonin",,Not specified,['Not specified'],['Not specified']
KE 1399,"Increased, packaged serotonin",,Not specified,['Not specified'],['Not specified']
KE 1400,"Increased, synaptic release",,Not specified,['Not specified'],['Not specified']
KE 1401,"Decreased, 5-HT3",,Not specified,['Not specified'],['Not specified']
KE 1402,"Reduced, PTGS1 function",,Not specified,['Not specified'],['Not specified']
KE 1403,"Reduced, platelet aggregation",,Not specified,['Not specified'],['Not specified']
KE 1404,"Decreased, mucosal blood flow",,Not specified,['Not specified'],['Not specified']
KE 1405,"Reduced, mucosal defense",,Not specified,['Not specified'],['Not specified']
KE 1406,"Decreased, mucous",,Not specified,['Not specified'],['Not specified']
KE 1407,"Decreased, bicarbonate",,Not specified,['Not specified'],['Not specified']
KE 1408,"Reduced, PTGS2 function",,Not specified,['Not specified'],['Not specified']
KE 1409,"Decreased, angiogenesis",,Not specified,['Not specified'],['Not specified']
KE 1410,"Increased, leukocyte adherence",,Not specified,['Not specified'],['Not specified']
KE 1411,"Increased, leukocyte activation",,Not specified,['Not specified'],['Not specified']
KE 1412,Helicobacter pylori infection,,Not specified,['Not specified'],['Not specified']
KE 1413,"Reduced, presynaptic neuron 2 activity",,Not specified,['Not specified'],['Not specified']
KE 1414,"Decreased, GABA",,Not specified,['Not specified'],['Not specified']
KE 1415,"Reduced, GABA-A receptor activation",,Not specified,['Not specified'],['Not specified']
KE 1416,"Decreased, intracellular chloride",,Not specified,['Not specified'],['Not specified']
KE 1417,NFE2/Nrf2 repression,,Not specified,['Not specified'],['Not specified']
KE 1419,"Reduced, FXR activity",,Not specified,['Not specified'],['Not specified']
KE 1420,"Reduced, SHP activity",,Not specified,['Not specified'],['Not specified']
KE 1421,"Activated, LXR",,Not specified,['Not specified'],['Not specified']
KE 1422,"Reduced, PPARalpha",,Not specified,['Not specified'],['Not specified']
KE 1423,"Reduced, HSD17B4 activity",,Not specified,['Not specified'],['Not specified']
KE 1424,"Reduced, fatty acid beta oxidation",,Not specified,['Not specified'],['Not specified']
KE 1425,Mu Opioid Receptor Agonism,,Not specified,['Not specified'],['Not specified']
KE 1426,Release of G Proteins,,Not specified,['Not specified'],['Not specified']
KE 1427,Opening of G protein gated inward rectifying K channels,,Not specified,['Not specified'],['Not specified']
KE 1428,Analgesia,,Not specified,['Not specified'],['Not specified']
KE 1429,Inhibition of N-type Ca ion channels,,Not specified,['Not specified'],['Not specified']
KE 1430,Inhibition of neurotransmitter vesicle release,,Not specified,['Not specified'],['Not specified']
KE 1431,Serotonin 1A Receptor Agonism,,Not specified,['Not specified'],['Not specified']
KE 1432,Anti-depressant Activity,,Not specified,['Not specified'],['Not specified']
KE 1438,"Transcription of genes encoding acute phase proteins, Increased",lung,10090,"['Male', 'Female']",['All life stages']
KE 1438,"Transcription of genes encoding acute phase proteins, Increased",lung,9606,"['Male', 'Female']",['All life stages']
KE 1439,Systemic acute phase response,blood,10090,"['Male', 'Female']",['All life stages']
KE 1439,Systemic acute phase response,blood,9606,"['Male', 'Female']",['All life stages']
KE 1443,Atherosclerosis,,9606,"['Male', 'Female']",['All life stages']
KE 1775,"Increase, Oocyte apoptosis",,Not specified,['Not specified'],['Not specified']
KE 1456,"Increase, Differentiation of fibroblasts",,Not specified,['Not specified'],['Not specified']
KE 1468,"Activation, Latent Transforming Growth Factor Beta 1",,Not specified,['Not specified'],['Not specified']
KE 1469,"Activation, Transforming Growth Factor beta pathway",,Not specified,['Not specified'],['Not specified']
KE 1462,Thiol group of chemicals interact with sulfuhydryl groups of proteins to form thiol adducts,,Not specified,['Not specified'],['Not specified']
KE 1463,Inhibition of lysyl oxidase,,Not specified,['Not specified'],['Not specified']
KE 1464,Reduction of collagen crosslinking,,Not specified,['Not specified'],['Not specified']
KE 1465,Weak collagen matrix,,Not specified,['Not specified'],['Not specified']
KE 1466,Notochord distortion or malformations,,Not specified,['Not specified'],['Not specified']
KE 1467,"Growth, reduction",,Not specified,['Not specified'],['Not specified']
KE 1471,"Increase, Uncoupling of photophosphorylation",,Not specified,['Not specified'],['Not specified']
KE 1472,"Decrease, ATP production",,Not specified,['Not specified'],['Not specified']
KE 1473,"Decrease, Chlorophyll synthesis",,Not specified,['Not specified'],['Not specified']
KE 1474,"Decrease, Light harvest capacity",,Not specified,['Not specified'],['Not specified']
KE 1475,"Decrease, Photosynthesis",,Not specified,['Not specified'],['Not specified']
KE 1476,"Decrease, Glycolysis",,Not specified,['Not specified'],['Not specified']
KE 1477,"Decrease, Oxidative phosphorylation",,Not specified,['Not specified'],['Not specified']
KE 1478,"Decrease, Leaf cell mitosis",,Not specified,['Not specified'],['Not specified']
KE 1479,"Decrease, Leaf development",,Not specified,['Not specified'],['Not specified']
KE 1521,"Decrease, Growth",,9606,['Unspecific'],"['Embryo', 'Juvenile']"
KE 1521,"Decrease, Growth",,10116,['Unspecific'],"['Embryo', 'Juvenile']"
KE 1521,"Decrease, Growth",,10090,['Unspecific'],"['Embryo', 'Juvenile']"
KE 1521,"Decrease, Growth",,7955,['Unspecific'],"['Embryo', 'Juvenile']"
KE 1521,"Decrease, Growth",,90988,['Unspecific'],"['Embryo', 'Juvenile']"
KE 1521,"Decrease, Growth",,4472,['Unspecific'],"['Embryo', 'Juvenile']"
KE 1521,"Decrease, Growth",,35525,['Unspecific'],"['Embryo', 'Juvenile']"
KE 1481,Inhibition of mitochondrial DNA polymerase gamma (Pol gamma),,Not specified,['Not specified'],['Not specified']
KE 1482,"Depletion, mtDNA",,Not specified,['Not specified'],['Not specified']
KE 1486,"Binding of substrate, endocytic receptor",,Not specified,['Not specified'],['Not specified']
KE 1508,CYP2E1 Activation,prefrontal cortex,Not specified,['Not specified'],['Not specified']
KE 1509,Protein Adduct Formation,brain,Not specified,['Not specified'],['Not specified']
KE 1511,Lipid Peroxidation,,Not specified,['Not specified'],['Not specified']
KE 1512,Unfolded Protein Response,,Not specified,['Not specified'],['Not specified']
KE 1513,General Apoptosis,,9606,['Unspecific'],['All life stages']
KE 1513,General Apoptosis,,10116,['Unspecific'],['All life stages']
KE 1513,General Apoptosis,,10090,['Unspecific'],['All life stages']
KE 1514,Neurodegeneration,,Not specified,['Not specified'],['Not specified']
KE 1529,"Blockade, L-Type Calcium Channels",heart,Not specified,['Not specified'],['Not specified']
KE 1530,"Decrease, Calcium currents",,Not specified,['Not specified'],['Not specified']
KE 1531,"Decrease, Calcium binding to Troponin C",,Not specified,['Not specified'],['Not specified']
KE 1532,"Decrease, Cardiac contractility",,Not specified,['Not specified'],['Not specified']
KE 1533,"Decrease, Cardiac ejection fraction",,Not specified,['Not specified'],['Not specified']
KE 1535,Heart failure,,33208,['Unspecific'],['All life stages']
KE 1536,"Disruption, Intracellular calcium mobilization",,Not specified,['Not specified'],['Not specified']
KE 1537,"Disruption, Sarcomere assembly",,Not specified,['Not specified'],['Not specified']
KE 1446,"Decrease, Coupling of oxidative phosphorylation",,7955,['Unspecific'],"['Embryo', 'Juvenile', 'Adult, reproductively mature']"
KE 1446,"Decrease, Coupling of oxidative phosphorylation",,9606,['Unspecific'],"['Embryo', 'Juvenile', 'Adult, reproductively mature']"
KE 1446,"Decrease, Coupling of oxidative phosphorylation",,10090,['Unspecific'],"['Embryo', 'Juvenile', 'Adult, reproductively mature']"
KE 1446,"Decrease, Coupling of oxidative phosphorylation",,10116,['Unspecific'],"['Embryo', 'Juvenile', 'Adult, reproductively mature']"
KE 1446,"Decrease, Coupling of oxidative phosphorylation",,4472,['Unspecific'],"['Embryo', 'Juvenile', 'Adult, reproductively mature']"
KE 1771,"Decrease, Adenosine triphosphate pool",,7955,['Unspecific'],"['Embryo', 'Juvenile', 'Adult, reproductively mature']"
KE 1771,"Decrease, Adenosine triphosphate pool",,9606,['Unspecific'],"['Embryo', 'Juvenile', 'Adult, reproductively mature']"
KE 1771,"Decrease, Adenosine triphosphate pool",,10116,['Unspecific'],"['Embryo', 'Juvenile', 'Adult, reproductively mature']"
KE 1771,"Decrease, Adenosine triphosphate pool",,10090,['Unspecific'],"['Embryo', 'Juvenile', 'Adult, reproductively mature']"
KE 1821,"Decrease, Cell proliferation",,7955,['Unspecific'],"['Embryo', 'Juvenile']"
KE 1821,"Decrease, Cell proliferation",,9606,['Unspecific'],"['Embryo', 'Juvenile']"
KE 1821,"Decrease, Cell proliferation",,10116,['Unspecific'],"['Embryo', 'Juvenile']"
KE 1821,"Decrease, Cell proliferation",,10090,['Unspecific'],"['Embryo', 'Juvenile']"
KE 2064,"Increase, Cytosolic calcium",,Not specified,['Not specified'],['Not specified']
KE 1562,Decreased Na/K ATPase activity,,33208,['Unspecific'],['All life stages']
KE 1527,"Increase, Cell membrane depolarization",,Not specified,['Not specified'],['Not specified']
KE 2070,"Increase, Glycolysis",,Not specified,['Not specified'],['Not specified']
KE 2071,"Decrease, Glucose pool",,Not specified,['Not specified'],['Not specified']
KE 2072,"Increase, Mitochondrial swelling",,Not specified,['Not specified'],['Not specified']
KE 1636,"Increase, Chromosomal aberrations",,9606,['Unspecific'],['All life stages']
KE 1636,"Increase, Chromosomal aberrations",,10116,['Unspecific'],['All life stages']
KE 1636,"Increase, Chromosomal aberrations",,10090,['Unspecific'],['All life stages']
KE 1556,"Increase, lung cancer",,9606,['Unspecific'],['All life stages']
KE 1556,"Increase, lung cancer",,10116,['Unspecific'],['All life stages']
KE 1556,"Increase, lung cancer",,10090,['Unspecific'],['All life stages']
KE 1542,"Increase, Mitochondrial complex III antagonism",,Not specified,['Not specified'],['Not specified']
KE 1543,Mitochondrial Complex IV inhibition,,Not specified,['Not specified'],['Not specified']
KE 1544,Mitochondrial Complex V inhibition,,Not specified,['Not specified'],['Not specified']
KE 1545,Decrease in mitochondrial oxidative phosphorylation,,Not specified,['Not specified'],['Not specified']
KE 1547,Mitochondrial Injury,,Not specified,['Not specified'],['Not specified']
KE 1548,Necrotic Tissue,,Not specified,['Not specified'],['Not specified']
KE 1549,Liver Injury,,Not specified,['Not specified'],['Not specified']
KE 1653,Binding of inhibitor to mitochondrial complex III,,Not specified,['Not specified'],['Not specified']
KE 1654,Binding of inhibitor to mitochondrial complex IV,,Not specified,['Not specified'],['Not specified']
KE 1655,Binding of inhibitor to mitochondrial complex V,,Not specified,['Not specified'],['Not specified']
KE 1557,"Neural crest cell migration, reduced",,Not specified,['Not specified'],['Not specified']
KE 1558,"Collagen production, reduced",,Not specified,['Not specified'],['Not specified']
KE 1559,Facial cartilage structures are reduced in size and morphologically distorted,,Not specified,['Not specified'],['Not specified']
KE 1560,Altered differentiation,,10090,['Unspecific'],"['Birth to < 1 month', 'Pregnancy']"
KE 1561,Neural tube defects,,Not specified,['Not specified'],['Not specified']
KE 1563,Decreased proximal tubular vectorial transport,,Not specified,['Not specified'],['Not specified']
KE 1564,Chemical induced Fanconi syndrome,,Not specified,['Not specified'],['Not specified']
KE 1700,Impaired IL-1R1 signaling in T cell,immune system,9606,['Unspecific'],['All life stages']
KE 1700,Impaired IL-1R1 signaling in T cell,immune system,10090,['Unspecific'],['All life stages']
KE 1700,Impaired IL-1R1 signaling in T cell,immune system,10116,['Unspecific'],['All life stages']
KE 1702,Suppression of  T cell activation,immune system,9606,['Unspecific'],['All life stages']
KE 1702,Suppression of  T cell activation,immune system,10090,['Unspecific'],['All life stages']
KE 1702,Suppression of  T cell activation,immune system,10116,['Unspecific'],['All life stages']
KE 1574,"Inhibition, IKK complex",,Not specified,['Not specified'],['Not specified']
KE 1575,"Activation, Caspase 8 pathway",,Not specified,['Not specified'],['Not specified']
KE 1576,"Activation, Tissue resident cells (Kuppfer cells)",,Not specified,['Not specified'],['Not specified']
KE 1579,"Increase, proinflammatory mediators (TNFalpha)",,Not specified,['Not specified'],['Not specified']
KE 1580,Binding of microtubule stabilizing agents (MSA) to microtubules,,Not specified,['Not specified'],['Not specified']
KE 1581,Disturbance in microtubule dynamic instability,,Not specified,['Not specified'],['Not specified']
KE 1582,Impaired axonial transport,,Not specified,['Not specified'],['Not specified']
KE 1583,Sensory axonal peripheral neuropathy,,Not specified,['Not specified'],['Not specified']
KE 1584,Interaction of α-diketones with arginine residues,,Not specified,['Not specified'],['Not specified']
KE 1585,Proteasomal dysfunction,,Not specified,['Not specified'],['Not specified']
KE 1586,Airway epithelial injury,,Not specified,['Not specified'],['Not specified']
KE 1587,Fibroproliferative airway lesions,,Not specified,['Not specified'],['Not specified']
KE 1588,Bronchiolitis obliterans,,Not specified,['Not specified'],['Not specified']
KE 1602,Increased Muscarinic Acetylcholine Receptors,,7955,['Unspecific'],"['Embryo', 'Juvenile']"
KE 1602,Increased Muscarinic Acetylcholine Receptors,,10095,['Unspecific'],"['Embryo', 'Juvenile']"
KE 1623,"Occurrence, Focal Seizure",brain,10116,['Unspecific'],['Adult']
KE 1623,"Occurrence, Focal Seizure",brain,10141,['Unspecific'],['Adult']
KE 1788,Status epilepticus,,10116,['Unspecific'],['Adult']
KE 1788,Status epilepticus,,10141,['Unspecific'],['Adult']
KE 1592,ROS generation from photoactivated chemicals,,9606,['Mixed'],['All life stages']
KE 1594,Oxidation of membrane lipids,,9606,['Mixed'],['All life stages']
KE 1595,Oxidation/denatuation of membrane proteins,,9606,['Mixed'],['All life stages']
KE 1599,Inflamatory events in light-exposed tissues,,9606,['Mixed'],['All life stages']
KE 926,"Oxidation, Glutathione (To be considered with MIE)",,9606,['Unspecific'],['All life stages']
KE 926,"Oxidation, Glutathione (To be considered with MIE)",,9913,['Unspecific'],['All life stages']
KE 926,"Oxidation, Glutathione (To be considered with MIE)",,10090,['Unspecific'],['All life stages']
KE 926,"Oxidation, Glutathione (To be considered with MIE)",,10116,['Unspecific'],['All life stages']
KE 1603,Chronic kidney disease,,Not specified,['Not specified'],['Not specified']
KE 1604,Inhibition of N-linked glycosylation,,Not specified,['Not specified'],['Not specified']
KE 1605,Accumulation of misfolded proteins,,Not specified,['Not specified'],['Not specified']
KE 1606,Activation of hepatic stellate cells,,Not specified,['Not specified'],['Not specified']
KE 1825,"Increase, Cell death",organ,7955,['Unspecific'],['All life stages']
KE 1825,"Increase, Cell death",organ,9606,['Unspecific'],['All life stages']
KE 1825,"Increase, Cell death",organ,10116,['Unspecific'],['All life stages']
KE 1825,"Increase, Cell death",organ,10090,['Unspecific'],['All life stages']
KE 1609,"Inhibition, Cytochrome P450 enzyme (CYP17A1) activity",,Not specified,['Not specified'],['Not specified']
KE 1610,"Reduction, 17-OH-pregnenolone conversion in DHEA",,Not specified,['Not specified'],['Not specified']
KE 1611,"Reduction, 17-OH-progesterone conversion in androstenedione",,Not specified,['Not specified'],['Not specified']
KE 1613,"Decrease, dihydrotestosterone (DHT) level",,40674,['Mixed'],['All life stages']
KE 1615,Impaired inguinoscrotal testicular descent phase,gonad,40674,['Male'],['During development and at adulthood']
KE 1616,"Malformation, cryptorchidism - maldescended testis",,7742,['Male'],['During development and at adulthood']
KE 1785,"Increase, Mitochondrial ATP synthase antagonism",,Not specified,['Not specified'],['Not specified']
KE 1627,Inhibition of tyrosinase,,Not specified,['Not specified'],['Not specified']
