organ,organismId,organismName,sex,lifestage,aeid,assayComponentEndpointName,assaySourceLongName,organism,tissue,cellFreeComponentSource,assayFormatType,citations,assayDesignType,assayDesignTypeSub,biologicalProcessTarget,detectionTechnologyType,detectionTechnology,assayName,geneId,geneName,description,geneSymbol,trackStatus,entrezGeneId,officialSymbol,officialFullName,uniprotAccessionNumber
liver,9606, human,['Not specified'],['Not specified'],1062,LTEA_HepaRG_MMP3,LifeTech/Expression Analysis,human,liver,,cell-based,"{'doi': 'doi: 10.1038/s41540-020-00166-2', 'url': 'https://pubmed.ncbi.nlm.nih.gov/33504769/', 'pmid': 33504769, 'title': 'High-throughput toxicogenomic screening of chemicals in the environment using metabolically competent hepatic cell cultures', 'author': 'Franzosa JA, Bonzo JA, Jack J, Baker NC, Kothiya P, Witek RP, Hurban P, Siferd S, Hester S, Shah I, Ferguson SS, Houck KA, Wambaugh JF', 'citation': 'Franzosa JA, Bonzo JA, Jack J, Baker NC, Kothiya P, Witek RP, Hurban P, Siferd S, Hester S, Shah I, Ferguson SS, Houck KA, Wambaugh JF. High-throughput toxicogenomic screening of chemicals in the environment using metabolically competent hepatic cell cultures. NPJ Syst Biol Appl. 2021 Jan 27;7(1):7. doi: 10.1038/s41540-020-00166-2. PMID: 33504769; PMCID: PMC7840683.', 'otherId': '0', 'citationId': 247, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluidigm qRT-PCR,LTEA_HepaRG,205,"matrix metallopeptidase 3 (stromelysin 1, progelatinase)",,MMP3,live,4314,MMP3,"matrix metallopeptidase 3 (stromelysin 1, progelatinase)",P08254
liver,9606, human,['Not specified'],['Not specified'],1064,LTEA_HepaRG_MYC,LifeTech/Expression Analysis,human,liver,,cell-based,"{'doi': 'doi: 10.1038/s41540-020-00166-2', 'url': 'https://pubmed.ncbi.nlm.nih.gov/33504769/', 'pmid': 33504769, 'title': 'High-throughput toxicogenomic screening of chemicals in the environment using metabolically competent hepatic cell cultures', 'author': 'Franzosa JA, Bonzo JA, Jack J, Baker NC, Kothiya P, Witek RP, Hurban P, Siferd S, Hester S, Shah I, Ferguson SS, Houck KA, Wambaugh JF', 'citation': 'Franzosa JA, Bonzo JA, Jack J, Baker NC, Kothiya P, Witek RP, Hurban P, Siferd S, Hester S, Shah I, Ferguson SS, Houck KA, Wambaugh JF. High-throughput toxicogenomic screening of chemicals in the environment using metabolically competent hepatic cell cultures. NPJ Syst Biol Appl. 2021 Jan 27;7(1):7. doi: 10.1038/s41540-020-00166-2. PMID: 33504769; PMCID: PMC7840683.', 'otherId': '0', 'citationId': 247, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluidigm qRT-PCR,LTEA_HepaRG,213,v-myc avian myelocytomatosis viral oncogene homolog,,MYC,live,4609,MYC,v-myc avian myelocytomatosis viral oncogene homolog,P01106
liver,9606, human,['Not specified'],['Not specified'],1066,LTEA_HepaRG_NFE2L2,LifeTech/Expression Analysis,human,liver,,cell-based,"{'doi': 'doi: 10.1038/s41540-020-00166-2', 'url': 'https://pubmed.ncbi.nlm.nih.gov/33504769/', 'pmid': 33504769, 'title': 'High-throughput toxicogenomic screening of chemicals in the environment using metabolically competent hepatic cell cultures', 'author': 'Franzosa JA, Bonzo JA, Jack J, Baker NC, Kothiya P, Witek RP, Hurban P, Siferd S, Hester S, Shah I, Ferguson SS, Houck KA, Wambaugh JF', 'citation': 'Franzosa JA, Bonzo JA, Jack J, Baker NC, Kothiya P, Witek RP, Hurban P, Siferd S, Hester S, Shah I, Ferguson SS, Houck KA, Wambaugh JF. High-throughput toxicogenomic screening of chemicals in the environment using metabolically competent hepatic cell cultures. NPJ Syst Biol Appl. 2021 Jan 27;7(1):7. doi: 10.1038/s41540-020-00166-2. PMID: 33504769; PMCID: PMC7840683.', 'otherId': '0', 'citationId': 247, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluidigm qRT-PCR,LTEA_HepaRG,217,"nuclear factor, erythroid 2-like 2",,NFE2L2,live,4780,NFE2L2,"nuclear factor, erythroid 2-like 2",Q16236
liver,9606, human,['Not specified'],['Not specified'],1068,LTEA_HepaRG_NFKB1,LifeTech/Expression Analysis,human,liver,,cell-based,"{'doi': 'doi: 10.1038/s41540-020-00166-2', 'url': 'https://pubmed.ncbi.nlm.nih.gov/33504769/', 'pmid': 33504769, 'title': 'High-throughput toxicogenomic screening of chemicals in the environment using metabolically competent hepatic cell cultures', 'author': 'Franzosa JA, Bonzo JA, Jack J, Baker NC, Kothiya P, Witek RP, Hurban P, Siferd S, Hester S, Shah I, Ferguson SS, Houck KA, Wambaugh JF', 'citation': 'Franzosa JA, Bonzo JA, Jack J, Baker NC, Kothiya P, Witek RP, Hurban P, Siferd S, Hester S, Shah I, Ferguson SS, Houck KA, Wambaugh JF. High-throughput toxicogenomic screening of chemicals in the environment using metabolically competent hepatic cell cultures. NPJ Syst Biol Appl. 2021 Jan 27;7(1):7. doi: 10.1038/s41540-020-00166-2. PMID: 33504769; PMCID: PMC7840683.', 'otherId': '0', 'citationId': 247, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluidigm qRT-PCR,LTEA_HepaRG,218,nuclear factor of kappa light polypeptide gene enhancer in B-cells 1,,NFKB1,live,4790,NFKB1,nuclear factor of kappa light polypeptide gene enhancer in B-cells 1,P19838
liver,9606, human,['Not specified'],['Not specified'],1070,LTEA_HepaRG_NQO1,LifeTech/Expression Analysis,human,liver,,cell-based,"{'doi': 'doi: 10.1038/s41540-020-00166-2', 'url': 'https://pubmed.ncbi.nlm.nih.gov/33504769/', 'pmid': 33504769, 'title': 'High-throughput toxicogenomic screening of chemicals in the environment using metabolically competent hepatic cell cultures', 'author': 'Franzosa JA, Bonzo JA, Jack J, Baker NC, Kothiya P, Witek RP, Hurban P, Siferd S, Hester S, Shah I, Ferguson SS, Houck KA, Wambaugh JF', 'citation': 'Franzosa JA, Bonzo JA, Jack J, Baker NC, Kothiya P, Witek RP, Hurban P, Siferd S, Hester S, Shah I, Ferguson SS, Houck KA, Wambaugh JF. High-throughput toxicogenomic screening of chemicals in the environment using metabolically competent hepatic cell cultures. NPJ Syst Biol Appl. 2021 Jan 27;7(1):7. doi: 10.1038/s41540-020-00166-2. PMID: 33504769; PMCID: PMC7840683.', 'otherId': '0', 'citationId': 247, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluidigm qRT-PCR,LTEA_HepaRG,98,"NAD(P)H dehydrogenase, quinone 1",,NQO1,live,1728,NQO1,"NAD(P)H dehydrogenase, quinone 1",P15559
liver,9606, human,['Not specified'],['Not specified'],1975,ATG_trERa_XSP2,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1016/j.tiv.2020.105016', 'url': 'https://pubmed.ncbi.nlm.nih.gov/33049310/', 'pmid': 33049310, 'title': 'Evaluation of a multiplexed, multispecies nuclear receptor assay for chemical hazard assessment.', 'author': 'Houck KA, Simha A, Bone A, Doering JA, Vliet SMF, LaLone C, Medvedev A, Makarov S', 'citation': 'Houck KA, Simha A, Bone A, Doering JA, Vliet SMF, LaLone C, Medvedev A, Makarov S. Evaluation of a multiplexed, multispecies nuclear receptor assay for chemical hazard assessment. Toxicol In Vitro. 2021 Apr;72:105016. doi: 10.1016/j.tiv.2020.105016. Epub 2020 Oct 10. PMID: 33049310.', 'otherId': '0', 'citationId': 237, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_XSP2_multi-species_TRANS,1465,estrogen receptor 1,estrogen receptor 1 [ Chrysemys picta (painted turtle) ],ESR1,,101933533,ESR1,estrogen receptor 1,B6E1V9
liver,9606, human,['Not specified'],['Not specified'],1977,ATG_hERb_XSP2,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1016/j.tiv.2020.105016', 'url': 'https://pubmed.ncbi.nlm.nih.gov/33049310/', 'pmid': 33049310, 'title': 'Evaluation of a multiplexed, multispecies nuclear receptor assay for chemical hazard assessment.', 'author': 'Houck KA, Simha A, Bone A, Doering JA, Vliet SMF, LaLone C, Medvedev A, Makarov S', 'citation': 'Houck KA, Simha A, Bone A, Doering JA, Vliet SMF, LaLone C, Medvedev A, Makarov S. Evaluation of a multiplexed, multispecies nuclear receptor assay for chemical hazard assessment. Toxicol In Vitro. 2021 Apr;72:105016. doi: 10.1016/j.tiv.2020.105016. Epub 2020 Oct 10. PMID: 33049310.', 'otherId': '0', 'citationId': 237, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_XSP2_multi-species_TRANS,118,estrogen receptor 2 (ER beta),,ESR2,live,2100,ESR2,estrogen receptor 2 (ER beta),Q92731
liver,9606, human,['Not specified'],['Not specified'],1979,ATG_trAR_XSP2,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1016/j.tiv.2020.105016', 'url': 'https://pubmed.ncbi.nlm.nih.gov/33049310/', 'pmid': 33049310, 'title': 'Evaluation of a multiplexed, multispecies nuclear receptor assay for chemical hazard assessment.', 'author': 'Houck KA, Simha A, Bone A, Doering JA, Vliet SMF, LaLone C, Medvedev A, Makarov S', 'citation': 'Houck KA, Simha A, Bone A, Doering JA, Vliet SMF, LaLone C, Medvedev A, Makarov S. Evaluation of a multiplexed, multispecies nuclear receptor assay for chemical hazard assessment. Toxicol In Vitro. 2021 Apr;72:105016. doi: 10.1016/j.tiv.2020.105016. Epub 2020 Oct 10. PMID: 33049310.', 'otherId': '0', 'citationId': 237, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_XSP2_multi-species_TRANS,1464,androgen receptor,"PREDICTED: Chrysemys picta bellii androgen receptor (AR), mRNA",AR,,101947425,,,
liver,9606, human,['Not specified'],['Not specified'],1981,ATG_GAL4_XSP2,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1016/j.tiv.2020.105016', 'url': 'https://pubmed.ncbi.nlm.nih.gov/33049310/', 'pmid': 33049310, 'title': 'Evaluation of a multiplexed, multispecies nuclear receptor assay for chemical hazard assessment.', 'author': 'Houck KA, Simha A, Bone A, Doering JA, Vliet SMF, LaLone C, Medvedev A, Makarov S', 'citation': 'Houck KA, Simha A, Bone A, Doering JA, Vliet SMF, LaLone C, Medvedev A, Makarov S. Evaluation of a multiplexed, multispecies nuclear receptor assay for chemical hazard assessment. Toxicol In Vitro. 2021 Apr;72:105016. doi: 10.1016/j.tiv.2020.105016. Epub 2020 Oct 10. PMID: 33049310.', 'otherId': '0', 'citationId': 237, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_XSP2_multi-species_TRANS,466,Gal4p,provisional,GAL4,live,855828,,,P04386
liver,9606, human,['Not specified'],['Not specified'],1983,ATG_zfER1_XSP2,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1016/j.tiv.2020.105016', 'url': 'https://pubmed.ncbi.nlm.nih.gov/33049310/', 'pmid': 33049310, 'title': 'Evaluation of a multiplexed, multispecies nuclear receptor assay for chemical hazard assessment.', 'author': 'Houck KA, Simha A, Bone A, Doering JA, Vliet SMF, LaLone C, Medvedev A, Makarov S', 'citation': 'Houck KA, Simha A, Bone A, Doering JA, Vliet SMF, LaLone C, Medvedev A, Makarov S. Evaluation of a multiplexed, multispecies nuclear receptor assay for chemical hazard assessment. Toxicol In Vitro. 2021 Apr;72:105016. doi: 10.1016/j.tiv.2020.105016. Epub 2020 Oct 10. PMID: 33049310.', 'otherId': '0', 'citationId': 237, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_XSP2_multi-species_TRANS,1468,estrogen receptor 1,estrogen receptor [Danio rerio (zebrafish)],esr1,,259252,esr1,estrogen receptor 1,P57717
liver,9606, human,['Not specified'],['Not specified'],1985,ATG_chERa_XSP2,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1016/j.tiv.2020.105016', 'url': 'https://pubmed.ncbi.nlm.nih.gov/33049310/', 'pmid': 33049310, 'title': 'Evaluation of a multiplexed, multispecies nuclear receptor assay for chemical hazard assessment.', 'author': 'Houck KA, Simha A, Bone A, Doering JA, Vliet SMF, LaLone C, Medvedev A, Makarov S', 'citation': 'Houck KA, Simha A, Bone A, Doering JA, Vliet SMF, LaLone C, Medvedev A, Makarov S. Evaluation of a multiplexed, multispecies nuclear receptor assay for chemical hazard assessment. Toxicol In Vitro. 2021 Apr;72:105016. doi: 10.1016/j.tiv.2020.105016. Epub 2020 Oct 10. PMID: 33049310.', 'otherId': '0', 'citationId': 237, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_XSP2_multi-species_TRANS,1475,estrogen receptor 1,estrogen receptor 1 (chicken),ESR1,,396099,ESR1,estrogen receptor 1,P06212
liver,9606, human,['Not specified'],['Not specified'],1987,ATG_zfER2a_XSP2,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1016/j.tiv.2020.105016', 'url': 'https://pubmed.ncbi.nlm.nih.gov/33049310/', 'pmid': 33049310, 'title': 'Evaluation of a multiplexed, multispecies nuclear receptor assay for chemical hazard assessment.', 'author': 'Houck KA, Simha A, Bone A, Doering JA, Vliet SMF, LaLone C, Medvedev A, Makarov S', 'citation': 'Houck KA, Simha A, Bone A, Doering JA, Vliet SMF, LaLone C, Medvedev A, Makarov S. Evaluation of a multiplexed, multispecies nuclear receptor assay for chemical hazard assessment. Toxicol In Vitro. 2021 Apr;72:105016. doi: 10.1016/j.tiv.2020.105016. Epub 2020 Oct 10. PMID: 33049310.', 'otherId': '0', 'citationId': 237, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_XSP2_multi-species_TRANS,1469,estrogen receptor 2a,estrogen receptor 2a [ Danio rerio (zebrafish) ],esr2a,,317734,esr2a,estrogen receptor 2a,Q7ZU32
liver,9606, human,['Not specified'],['Not specified'],1989,ATG_hAR_XSP2,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1016/j.tiv.2020.105016', 'url': 'https://pubmed.ncbi.nlm.nih.gov/33049310/', 'pmid': 33049310, 'title': 'Evaluation of a multiplexed, multispecies nuclear receptor assay for chemical hazard assessment.', 'author': 'Houck KA, Simha A, Bone A, Doering JA, Vliet SMF, LaLone C, Medvedev A, Makarov S', 'citation': 'Houck KA, Simha A, Bone A, Doering JA, Vliet SMF, LaLone C, Medvedev A, Makarov S. Evaluation of a multiplexed, multispecies nuclear receptor assay for chemical hazard assessment. Toxicol In Vitro. 2021 Apr;72:105016. doi: 10.1016/j.tiv.2020.105016. Epub 2020 Oct 10. PMID: 33049310.', 'otherId': '0', 'citationId': 237, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_XSP2_multi-species_TRANS,27,androgen receptor,,AR,live,367,AR,androgen receptor,P10275
liver,9606, human,['Not specified'],['Not specified'],1991,ATG_chAR_XSP2,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1016/j.tiv.2020.105016', 'url': 'https://pubmed.ncbi.nlm.nih.gov/33049310/', 'pmid': 33049310, 'title': 'Evaluation of a multiplexed, multispecies nuclear receptor assay for chemical hazard assessment.', 'author': 'Houck KA, Simha A, Bone A, Doering JA, Vliet SMF, LaLone C, Medvedev A, Makarov S', 'citation': 'Houck KA, Simha A, Bone A, Doering JA, Vliet SMF, LaLone C, Medvedev A, Makarov S. Evaluation of a multiplexed, multispecies nuclear receptor assay for chemical hazard assessment. Toxicol In Vitro. 2021 Apr;72:105016. doi: 10.1016/j.tiv.2020.105016. Epub 2020 Oct 10. PMID: 33049310.', 'otherId': '0', 'citationId': 237, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_XSP2_multi-species_TRANS,1474,androgen receptor,androgen receptor (chicken),AR,,422165,AR,androgen receptor,Q2ACE0
liver,9606, human,['Not specified'],['Not specified'],1993,ATG_frER1_XSP2,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1016/j.tiv.2020.105016', 'url': 'https://pubmed.ncbi.nlm.nih.gov/33049310/', 'pmid': 33049310, 'title': 'Evaluation of a multiplexed, multispecies nuclear receptor assay for chemical hazard assessment.', 'author': 'Houck KA, Simha A, Bone A, Doering JA, Vliet SMF, LaLone C, Medvedev A, Makarov S', 'citation': 'Houck KA, Simha A, Bone A, Doering JA, Vliet SMF, LaLone C, Medvedev A, Makarov S. Evaluation of a multiplexed, multispecies nuclear receptor assay for chemical hazard assessment. Toxicol In Vitro. 2021 Apr;72:105016. doi: 10.1016/j.tiv.2020.105016. Epub 2020 Oct 10. PMID: 33049310.', 'otherId': '0', 'citationId': 237, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_XSP2_multi-species_TRANS,1480,estrogen receptor 1 L homeolog,estrogen receptor 1 L homeolog [Xenopus laevis (African clawed frog)],esr1.L,,398734,esr1.L,estrogen receptor 1 L homeolog,Q6W5G7
liver,9606, human,['Not specified'],['Not specified'],1995,ATG_frAR_XSP2,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1016/j.tiv.2020.105016', 'url': 'https://pubmed.ncbi.nlm.nih.gov/33049310/', 'pmid': 33049310, 'title': 'Evaluation of a multiplexed, multispecies nuclear receptor assay for chemical hazard assessment.', 'author': 'Houck KA, Simha A, Bone A, Doering JA, Vliet SMF, LaLone C, Medvedev A, Makarov S', 'citation': 'Houck KA, Simha A, Bone A, Doering JA, Vliet SMF, LaLone C, Medvedev A, Makarov S. Evaluation of a multiplexed, multispecies nuclear receptor assay for chemical hazard assessment. Toxicol In Vitro. 2021 Apr;72:105016. doi: 10.1016/j.tiv.2020.105016. Epub 2020 Oct 10. PMID: 33049310.', 'otherId': '0', 'citationId': 237, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_XSP2_multi-species_TRANS,1479,androgen receptor L homeolog,androgen receptor L homeolog [Xenopus laevis (African clawed frog)],ar.L,,399456,ar.L,androgen receptor (dihydrotestosterone receptor; testicular feminization; spinal and bulbar muscular atrophy; Kennedy disease) L homeolog,P70048
liver,9606, human,['Not specified'],['Not specified'],1997,ATG_zfAR_XSP2,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1016/j.tiv.2020.105016', 'url': 'https://pubmed.ncbi.nlm.nih.gov/33049310/', 'pmid': 33049310, 'title': 'Evaluation of a multiplexed, multispecies nuclear receptor assay for chemical hazard assessment.', 'author': 'Houck KA, Simha A, Bone A, Doering JA, Vliet SMF, LaLone C, Medvedev A, Makarov S', 'citation': 'Houck KA, Simha A, Bone A, Doering JA, Vliet SMF, LaLone C, Medvedev A, Makarov S. Evaluation of a multiplexed, multispecies nuclear receptor assay for chemical hazard assessment. Toxicol In Vitro. 2021 Apr;72:105016. doi: 10.1016/j.tiv.2020.105016. Epub 2020 Oct 10. PMID: 33049310.', 'otherId': '0', 'citationId': 237, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_XSP2_multi-species_TRANS,1467,androgen receptor,androgen receptor [Danio rerio (zebrafish)],ar,,100005148,ar,androgen receptor,A4GT83
liver,9606, human,['Not specified'],['Not specified'],1999,ATG_zfER2b_XSP2,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1016/j.tiv.2020.105016', 'url': 'https://pubmed.ncbi.nlm.nih.gov/33049310/', 'pmid': 33049310, 'title': 'Evaluation of a multiplexed, multispecies nuclear receptor assay for chemical hazard assessment.', 'author': 'Houck KA, Simha A, Bone A, Doering JA, Vliet SMF, LaLone C, Medvedev A, Makarov S', 'citation': 'Houck KA, Simha A, Bone A, Doering JA, Vliet SMF, LaLone C, Medvedev A, Makarov S. Evaluation of a multiplexed, multispecies nuclear receptor assay for chemical hazard assessment. Toxicol In Vitro. 2021 Apr;72:105016. doi: 10.1016/j.tiv.2020.105016. Epub 2020 Oct 10. PMID: 33049310.', 'otherId': '0', 'citationId': 237, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_XSP2_multi-species_TRANS,1470,estrogen receptor 2b,estrogen receptor 2b [ Danio rerio (zebrafish) ],esr2b,,317733,esr2b,estrogen receptor 2b,Q5PR29
liver,9606, human,['Not specified'],['Not specified'],2001,ATG_hERa_XSP2,Attagene,human,liver,,cell-based,"{'doi': 'doi: 10.1016/j.tiv.2020.105016', 'url': 'https://pubmed.ncbi.nlm.nih.gov/33049310/', 'pmid': 33049310, 'title': 'Evaluation of a multiplexed, multispecies nuclear receptor assay for chemical hazard assessment.', 'author': 'Houck KA, Simha A, Bone A, Doering JA, Vliet SMF, LaLone C, Medvedev A, Makarov S', 'citation': 'Houck KA, Simha A, Bone A, Doering JA, Vliet SMF, LaLone C, Medvedev A, Makarov S. Evaluation of a multiplexed, multispecies nuclear receptor assay for chemical hazard assessment. Toxicol In Vitro. 2021 Apr;72:105016. doi: 10.1016/j.tiv.2020.105016. Epub 2020 Oct 10. PMID: 33049310.', 'otherId': '0', 'citationId': 237, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,RT-PCR and Capillary electrophoresis,ATG_XSP2_multi-species_TRANS,117,estrogen receptor 1,,ESR1,live,2099,ESR1,estrogen receptor 1,P03372
liver,9606, human,['Not specified'],['Not specified'],1072,LTEA_HepaRG_PDK4,LifeTech/Expression Analysis,human,liver,,cell-based,"{'doi': 'doi: 10.1038/s41540-020-00166-2', 'url': 'https://pubmed.ncbi.nlm.nih.gov/33504769/', 'pmid': 33504769, 'title': 'High-throughput toxicogenomic screening of chemicals in the environment using metabolically competent hepatic cell cultures', 'author': 'Franzosa JA, Bonzo JA, Jack J, Baker NC, Kothiya P, Witek RP, Hurban P, Siferd S, Hester S, Shah I, Ferguson SS, Houck KA, Wambaugh JF', 'citation': 'Franzosa JA, Bonzo JA, Jack J, Baker NC, Kothiya P, Witek RP, Hurban P, Siferd S, Hester S, Shah I, Ferguson SS, Houck KA, Wambaugh JF. High-throughput toxicogenomic screening of chemicals in the environment using metabolically competent hepatic cell cultures. NPJ Syst Biol Appl. 2021 Jan 27;7(1):7. doi: 10.1038/s41540-020-00166-2. PMID: 33504769; PMCID: PMC7840683.', 'otherId': '0', 'citationId': 247, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluidigm qRT-PCR,LTEA_HepaRG,234,"pyruvate dehydrogenase kinase, isozyme 4",,PDK4,live,5166,PDK4,"pyruvate dehydrogenase kinase, isozyme 4",Q16654
liver,9606, human,['Not specified'],['Not specified'],1074,LTEA_HepaRG_PEG10,LifeTech/Expression Analysis,human,liver,,cell-based,"{'doi': 'doi: 10.1038/s41540-020-00166-2', 'url': 'https://pubmed.ncbi.nlm.nih.gov/33504769/', 'pmid': 33504769, 'title': 'High-throughput toxicogenomic screening of chemicals in the environment using metabolically competent hepatic cell cultures', 'author': 'Franzosa JA, Bonzo JA, Jack J, Baker NC, Kothiya P, Witek RP, Hurban P, Siferd S, Hester S, Shah I, Ferguson SS, Houck KA, Wambaugh JF', 'citation': 'Franzosa JA, Bonzo JA, Jack J, Baker NC, Kothiya P, Witek RP, Hurban P, Siferd S, Hester S, Shah I, Ferguson SS, Houck KA, Wambaugh JF. High-throughput toxicogenomic screening of chemicals in the environment using metabolically competent hepatic cell cultures. NPJ Syst Biol Appl. 2021 Jan 27;7(1):7. doi: 10.1038/s41540-020-00166-2. PMID: 33504769; PMCID: PMC7840683.', 'otherId': '0', 'citationId': 247, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluidigm qRT-PCR,LTEA_HepaRG,375,paternally expressed 10,,PEG10,live,23089,PEG10,paternally expressed 10,Q86TG7
liver,9606, human,['Not specified'],['Not specified'],1076,LTEA_HepaRG_PPP2R4,LifeTech/Expression Analysis,human,liver,,cell-based,"{'doi': 'doi: 10.1038/s41540-020-00166-2', 'url': 'https://pubmed.ncbi.nlm.nih.gov/33504769/', 'pmid': 33504769, 'title': 'High-throughput toxicogenomic screening of chemicals in the environment using metabolically competent hepatic cell cultures', 'author': 'Franzosa JA, Bonzo JA, Jack J, Baker NC, Kothiya P, Witek RP, Hurban P, Siferd S, Hester S, Shah I, Ferguson SS, Houck KA, Wambaugh JF', 'citation': 'Franzosa JA, Bonzo JA, Jack J, Baker NC, Kothiya P, Witek RP, Hurban P, Siferd S, Hester S, Shah I, Ferguson SS, Houck KA, Wambaugh JF. High-throughput toxicogenomic screening of chemicals in the environment using metabolically competent hepatic cell cultures. NPJ Syst Biol Appl. 2021 Jan 27;7(1):7. doi: 10.1038/s41540-020-00166-2. PMID: 33504769; PMCID: PMC7840683.', 'otherId': '0', 'citationId': 247, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluidigm qRT-PCR,LTEA_HepaRG,254,"protein phosphatase 2A activator, regulatory subunit 4",,PPP2R4,live,5524,PPP2R4,"protein phosphatase 2A activator, regulatory subunit 4",Q15257
liver,9606, human,['Not specified'],['Not specified'],1078,LTEA_HepaRG_PTEN,LifeTech/Expression Analysis,human,liver,,cell-based,"{'doi': 'doi: 10.1038/s41540-020-00166-2', 'url': 'https://pubmed.ncbi.nlm.nih.gov/33504769/', 'pmid': 33504769, 'title': 'High-throughput toxicogenomic screening of chemicals in the environment using metabolically competent hepatic cell cultures', 'author': 'Franzosa JA, Bonzo JA, Jack J, Baker NC, Kothiya P, Witek RP, Hurban P, Siferd S, Hester S, Shah I, Ferguson SS, Houck KA, Wambaugh JF', 'citation': 'Franzosa JA, Bonzo JA, Jack J, Baker NC, Kothiya P, Witek RP, Hurban P, Siferd S, Hester S, Shah I, Ferguson SS, Houck KA, Wambaugh JF. High-throughput toxicogenomic screening of chemicals in the environment using metabolically competent hepatic cell cultures. NPJ Syst Biol Appl. 2021 Jan 27;7(1):7. doi: 10.1038/s41540-020-00166-2. PMID: 33504769; PMCID: PMC7840683.', 'otherId': '0', 'citationId': 247, 'otherSource': ''}",inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluidigm qRT-PCR,LTEA_HepaRG,263,phosphatase and tensin homolog,,PTEN,live,5728,PTEN,phosphatase and tensin homolog,P60484
